Transaction_ID,Time,Amount,Transaction_Type,Transaction_Freq,Class
2677,1,71176.26,0,26,0
2678,1,223565.38,0,26,0
2679,1,208664.25,0,26,0
2681,1,100127.4,0,26,0
2682,1,95564.34,0,26,0
2683,1,484.57,0,26,0
2684,1,113287.66,0,26,0
2685,1,92398.49,0,26,0
2686,1,198303.64,0,26,0
2687,1,12607.08,0,26,0
2688,1,12229.75,0,26,0
2689,1,20490.81,0,26,0
2690,1,86419.78,0,26,0
2691,1,122464.68,0,26,0
2692,1,18598.96,0,26,0
2694,1,8261.33,0,26,0
2696,1,121723.0,0,26,0
2697,1,110654.09,0,26,0
2698,1,23795.08,0,26,0
2699,1,130638.93,0,26,0
2701,1,90540.93,0,26,0
2702,1,109718.72,0,26,0
2703,1,61515.99,0,26,0
2704,1,43478.09,0,26,0
2705,1,4541.85,3,26,0
2706,1,525.89,3,26,0
2707,1,353.62,3,26,0
2708,1,6257.76,3,26,0
2709,2,1826.81,3,10,0
2710,2,7709.2,3,10,0
2711,2,3023.16,3,10,0
2712,2,3708.43,3,10,0
2713,2,8702.16,3,10,0
2714,2,1552.48,3,10,0
2715,2,5427.59,3,10,0
2716,2,5179.7,3,10,0
2717,2,292.45,3,10,0
2718,2,4424.09,3,10,0
2719,2,13400.4,3,10,0
2720,2,10967.1,3,10,0
2721,2,16171.2,3,10,0
2722,2,171039.04,0,10,0
2723,2,1876.99,3,10,0
2724,2,8053.59,3,10,0
2725,2,458.45,3,10,0
2726,2,3167.07,2,10,0
2727,2,6550.89,3,10,0
2728,2,191.73,3,10,0
2729,2,14287.64,3,10,0
2730,2,3849.14,3,10,0
2731,2,9006.17,3,10,0
2732,2,2876.88,3,10,0
2733,2,1128.88,3,10,0
2734,2,4089.67,3,10,0
2735,2,3021.67,3,10,0
2736,2,12607.08,3,10,0
2737,2,7807.42,3,10,0
2738,2,10684.01,3,10,0
2739,2,6328.21,3,10,0
2740,2,6125.72,3,10,0
2741,2,186660.82,0,10,0
2742,2,168258.14,0,10,0
2743,2,142236.29,0,10,0
2744,2,29488.46,0,10,0
2746,2,206432.17,0,10,0
2747,2,88447.92,0,10,0
2748,2,68513.25,0,10,0
2749,2,147141.81,0,10,0
2750,2,208973.73,0,10,0
2751,2,202758.62,0,10,0
2753,2,238861.93,0,10,0
2754,2,156534.89,0,10,0
2755,2,255232.66,0,10,0
2758,2,129909.22,0,10,0
2759,2,209929.52,0,10,0
2760,2,9023.2,0,10,0
2761,2,20000.32,0,10,0
2762,2,172485.68,0,10,0
2763,2,260880.32,0,10,0
2765,2,131637.92,0,10,0
2766,2,52309.48,0,10,0
2767,2,46615.49,0,10,0
2768,2,174213.34,0,10,0
2769,2,98104.83,0,10,0
2770,2,67666.92,0,10,0
2771,2,177577.58,0,10,0
2773,2,121479.85,0,10,0
2775,2,28247.25,0,10,0
2776,2,83247.74,0,10,0
2777,2,64978.38,0,10,0
2779,2,158226.9,0,10,0
2781,2,137964.43,0,10,0
2782,2,160690.6,0,10,0
2783,2,72644.99,0,10,0
2784,2,151228.18,0,10,0
2785,2,29929.77,0,10,0
2786,2,30070.91,0,10,0
2787,2,209159.54,0,10,0
2788,2,109768.65,0,10,0
2789,2,216556.93,0,10,0
2790,2,85917.73,0,10,0
2791,2,208366.03,0,10,0
2792,2,36251.27,0,10,0
2793,2,149683.03,0,10,0
2794,2,56238.58,0,10,0
2795,2,105173.53,0,10,0
2796,2,32852.19,0,10,0
2797,2,22096.38,0,10,0
2798,2,3840.87,3,10,0
2799,2,53763.65,4,10,0
2800,2,3604.2,3,10,0
2801,2,106141.92,4,10,0
2802,2,82616.3,4,10,0
2803,2,149935.68,4,10,0
2804,2,13126.23,4,10,0
2805,2,2507.52,3,10,0
2806,2,3718.7,2,10,0
2807,2,4343.55,3,10,0
2808,2,157.91,3,10,0
2809,2,55898.94,1,10,0
2810,2,3838.0,3,10,0
2811,2,2038.61,3,10,0
2812,2,52054.69,1,10,0
2813,2,61.68,3,10,0
2814,2,10553.58,3,10,0
2815,2,9034.36,3,10,0
2816,2,1332.91,2,10,0
2817,2,13832.09,3,10,0
2818,2,29.26,3,10,0
2819,2,26596.11,1,10,0
2820,2,5179.74,3,10,0
2821,2,1470.16,3,10,0
2822,2,11760.28,3,10,0
2823,2,4733.94,3,10,0
2824,2,6466.5,3,10,0
2825,2,7677.73,2,10,0
2826,2,147176.03,4,10,0
2827,2,309.33,2,10,0
2828,2,819.45,3,10,0
2829,2,8892.44,3,10,0
2830,2,311.38,3,10,0
2831,2,222108.22,1,10,0
2832,2,4485.32,3,10,0
2833,2,4241.78,2,10,0
2834,2,9723.57,3,10,0
2835,2,38473.99,4,10,0
2836,2,24445.19,3,10,0
2837,2,2976.86,3,10,0
2838,2,15774.38,3,10,0
2839,2,4723.65,3,10,0
2840,2,3452.17,3,10,0
2841,2,21501.47,3,10,0
2842,2,3562.21,3,10,0
2843,2,311.28,3,10,0
2844,2,6190.73,3,10,0
2845,2,380.02,3,10,0
2846,2,65971.82,1,10,0
2847,2,9971.14,3,10,0
2848,2,4700.07,3,10,0
2849,2,349.63,3,10,0
2850,2,5581.28,3,10,0
2851,2,2290.11,2,10,0
2852,2,12165.21,3,10,0
2853,2,1383.91,3,10,0
2854,2,106622.7,4,10,0
2855,2,634.95,2,10,0
2856,2,6013.05,3,10,0
2857,2,12607.08,3,10,0
2858,2,2307.17,2,10,0
2859,2,9541.85,3,10,0
2860,2,5206.23,3,10,0
2861,2,5260.41,3,10,0
2862,2,9105.32,3,10,0
2863,2,4918.9,3,10,0
2864,2,14349.18,3,10,0
2865,2,16947.34,3,10,0
2866,2,10211.96,3,10,0
2867,2,3073.34,3,10,0
2868,2,17453.51,3,10,0
2869,2,12607.08,3,10,0
2870,2,12039.23,3,10,0
2871,2,6019.63,3,10,0
2872,2,4478.67,3,10,0
2873,2,6614.92,3,10,0
2874,2,8181.09,3,10,0
2875,2,140396.66,1,10,0
2876,2,425.31,3,10,0
2877,2,2830.73,3,10,0
2878,2,7449.2,3,10,0
2879,2,11528.22,3,10,0
2880,2,162.17,3,10,0
2881,2,1019.87,2,10,0
2882,2,7832.2,3,10,0
2883,2,4151.85,3,10,0
2884,2,18763.84,3,10,0
2885,2,4691.54,3,10,0
2886,2,18062.09,3,10,0
2887,2,48899.07,1,10,0
2888,2,9371.85,3,10,0
2889,2,56432.77,1,10,0
2890,2,7303.17,3,10,0
2891,2,677.53,2,10,0
2892,2,5560.25,3,10,0
2893,2,216179.58,0,10,0
2894,2,62802.61,0,10,0
2897,2,44137.21,0,10,0
2898,2,31898.13,0,10,0
2899,2,139524.98,0,10,0
2900,2,23895.37,0,10,0
2901,2,107547.52,0,10,0
2902,2,24889.66,0,10,0
2903,2,262535.15,0,10,0
2905,2,241906.13,0,10,0
2906,2,227500.21,0,10,0
2908,2,138805.3,0,10,0
2909,2,126516.27,0,10,0
2910,2,121752.39,0,10,0
2911,2,214226.11,0,10,0
2912,2,140691.04,0,10,0
2913,2,42646.67,0,10,0
2914,2,218881.33,0,10,0
2915,2,200373.08,0,10,0
2916,2,79079.01,0,10,0
2917,2,36775.45,0,10,0
2918,2,49512.11,0,10,0
2919,2,170063.55,0,10,0
2920,2,88510.71,0,10,0
2921,2,116197.94,0,10,0
2922,2,193954.94,0,10,0
2923,2,94841.38,0,10,0
2925,2,38978.32,0,10,0
2926,2,63116.69,0,10,0
2927,2,28652.4,0,10,0
2929,2,157570.4,0,10,0
2930,2,152991.7,0,10,0
2931,2,252555.37,0,10,0
2932,2,143669.66,0,10,0
2933,2,77711.94,0,10,0
2934,2,81687.69,0,10,0
2935,2,211454.31,0,10,0
2936,2,70396.7,0,10,0
2937,2,87551.31,0,10,0
2938,2,70060.61,0,10,0
2939,2,119084.3,0,10,0
2940,2,63590.82,0,10,0
2941,2,124919.54,0,10,0
2943,2,54664.96,0,10,0
2944,2,56316.65,0,10,0
2945,2,9638.88,0,10,0
2946,2,12607.08,0,10,0
2947,2,54168.83,0,10,0
2948,2,93187.96,0,10,0
2949,2,139740.04,0,10,0
2950,2,132890.64,0,10,0
2951,2,31876.77,0,10,0
2952,2,212291.34,0,10,0
2953,2,103835.15,0,10,0
2954,2,67997.07,0,10,0
2955,2,123950.2,0,10,0
2957,2,168681.06,0,10,0
2958,2,160370.33,0,10,0
2959,2,10324.3,3,10,0
2960,2,24953.83,3,10,0
2961,2,7257.37,2,10,0
2962,2,101226.51,1,10,0
2963,2,3382.36,3,10,0
2964,2,6459.82,2,10,0
2965,2,2678.1,3,10,0
2967,2,10625.49,3,10,0
2968,2,5230.89,2,10,0
2969,2,31958.09,3,10,0
2970,2,2449.65,3,10,0
2971,2,6723.8,3,10,0
2972,2,1327.37,3,10,0
2973,2,11000.73,3,10,0
2974,2,1576.82,3,10,0
2975,2,14229.35,3,10,0
2976,2,2280.09,3,10,0
2977,2,108157.51,4,10,0
2978,2,10909.31,3,10,0
2979,2,3236.42,3,10,0
2980,2,2153.63,3,10,0
2981,2,15803.6,3,10,0
2982,2,2040.71,3,10,0
2983,2,10693.28,3,10,0
2984,2,13651.49,3,10,0
2985,2,5954.41,3,10,0
2986,2,3493.65,3,10,0
2987,2,7699.52,3,10,0
2988,2,1612.26,3,10,0
2989,2,3000.33,3,10,0
2990,2,5898.58,3,10,0
2991,2,6490.35,3,10,0
2992,2,2388.04,3,10,0
2993,2,5398.19,3,10,0
2994,2,7201.74,3,10,0
2995,2,12882.91,3,10,0
2996,2,71045.05,0,10,0
2997,2,5769.55,3,10,0
2998,2,9633.82,3,10,0
2999,2,7094.53,3,10,0
3000,2,12710.27,3,10,0
3001,2,15630.0,3,10,0
3002,2,906.96,3,10,0
3003,2,626.6,3,10,0
3004,2,150.35,3,10,0
3005,2,16811.1,3,10,0
3006,2,9707.6,3,10,0
3007,2,3882.8,2,10,0
3008,2,8545.5,3,10,0
3009,2,6373.61,3,10,0
3010,2,9255.25,1,10,0
3011,2,36361.34,1,10,0
3012,2,68968.25,1,10,0
3013,2,8760.71,1,10,0
3014,2,18672.02,1,10,0
3015,2,93793.88,1,10,0
3016,2,51630.01,1,10,0
3017,2,30095.32,1,10,0
3018,2,214983.83,1,10,0
3022,2,5352.59,3,10,0
3023,2,3847.78,3,10,0
3024,2,925.63,3,10,0
3025,2,8024.95,3,10,0
3026,2,11378.85,3,10,0
3027,2,10994.82,3,10,0
3028,2,3414.39,3,10,0
3029,2,1958.03,3,10,0
3031,2,1563.69,3,10,0
3032,2,580.51,3,10,0
3033,2,1156.11,3,10,0
3034,2,3462.64,2,10,0
3035,2,1666.17,3,10,0
3036,2,94658.15,1,10,0
3037,2,68588.88,1,10,0
3038,2,132382.57,1,10,0
3039,2,148688.71,4,10,0
3040,2,1860.2,3,10,0
3041,2,10819.89,3,10,0
3042,2,3535.73,3,10,0
3043,2,2739.8,3,10,0
3044,2,7611.48,3,10,0
3045,2,5567.54,3,10,0
3046,2,1946.14,3,10,0
3047,2,1413.15,3,10,0
3048,2,36622.73,3,10,0
3049,2,5222.53,3,10,0
3050,2,4153.3,3,10,0
3051,2,16473.03,3,10,0
3052,2,1863.03,3,10,0
3053,2,20461.89,3,10,0
3054,2,7676.41,3,10,0
3055,2,2531.09,3,10,0
3056,2,6183.46,3,10,0
3057,2,20442.39,3,10,0
3058,2,8596.25,3,10,0
3059,2,9657.66,3,10,0
3062,2,9914.5,3,10,0
3063,2,7182.0,3,10,0
3064,2,22228.5,3,10,0
3065,2,117.32,3,10,0
3066,2,1225.92,2,10,0
3067,2,2986.97,3,10,0
3068,2,1890.03,2,10,0
3069,2,108659.34,1,10,0
3070,2,5966.29,3,10,0
3071,2,7810.47,3,10,0
3072,2,2307.78,2,10,0
3073,2,97601.12,1,10,0
3074,2,48183.1,1,10,0
3075,2,96785.24,1,10,0
3076,2,256481.7,1,10,0
3077,2,37493.87,1,10,0
3078,2,58981.28,1,10,0
3080,2,108702.86,1,10,0
3081,2,210833.38,1,10,0
3082,2,106336.36,1,10,0
3083,2,163717.43,1,10,0
3086,2,194008.39,1,10,0
3087,2,178805.23,1,10,0
3088,2,385.23,3,10,0
3089,2,14925.71,3,10,0
3090,2,5919.22,3,10,0
3091,2,11689.02,3,10,0
3092,2,6330.85,3,10,0
3093,2,6604.34,3,10,0
3094,2,10625.75,3,10,0
3095,2,74935.58,1,10,0
3096,2,3817.82,2,10,0
3097,2,69734.12,1,10,0
3098,2,10534.49,3,10,0
3099,2,4486.69,3,10,0
3100,2,8757.09,3,10,0
3101,2,1654.94,2,10,0
3102,2,1330.7,3,10,0
3103,2,778.6,3,10,0
3104,2,278.57,3,10,0
3105,2,3239.79,3,10,0
3106,2,2065.59,3,10,0
3107,2,1885.53,3,10,0
3108,2,235419.91,1,10,0
3109,2,141982.52,0,10,0
3110,2,3427.04,3,10,0
3111,2,9687.92,3,10,0
3112,2,772.01,3,10,0
3113,2,898.0,3,10,0
3114,2,4090.83,3,10,0
3115,2,3319.89,3,10,0
3116,2,16734.5,3,10,0
3117,2,10720.07,3,10,0
3118,2,12786.76,3,10,0
3119,2,71579.52,1,10,0
3120,2,203330.05,4,10,0
3121,2,486.97,3,10,0
3122,2,101485.5,1,10,0
3123,2,57908.35,1,10,0
3124,2,87732.74,1,10,0
3125,2,185611.95,1,10,0
3126,2,89412.56,1,10,0
3127,2,158406.66,1,10,0
3129,2,245091.49,1,10,0
3130,2,115800.39,1,10,0
3131,2,128357.05,1,10,0
3132,2,256624.13,1,10,0
3133,2,63057.49,1,10,0
3136,2,6473.31,3,10,0
3137,2,10399.14,3,10,0
3138,2,3580.23,3,10,0
3139,2,6531.24,3,10,0
3140,2,14462.98,3,10,0
3141,2,3489.41,3,10,0
3142,2,5822.2,3,10,0
3143,2,2768.58,3,10,0
3144,2,11559.81,3,10,0
3145,2,4706.29,3,10,0
3146,2,8216.87,3,10,0
3147,2,5122.98,3,10,0
3148,2,2744.65,2,10,0
3150,2,1053.29,2,10,0
3151,2,8886.96,3,10,0
3152,2,8543.51,3,10,0
3153,2,7481.76,2,10,0
3154,2,4198.49,2,10,0
3155,2,473.51,3,10,0
3156,2,4481.54,3,10,0
3157,2,132513.7,4,10,0
3158,2,6408.6,2,10,0
3159,2,5398.15,3,10,0
3160,2,722.75,3,10,0
3161,2,11101.89,3,10,0
3162,2,964.93,3,10,0
3165,2,2358.86,3,10,0
3166,2,9714.23,3,10,0
3167,2,5184.26,3,10,0
3168,2,60214.51,1,10,0
3169,2,633.34,2,10,0
3170,2,499.09,3,10,0
3171,2,1150.36,3,10,0
3172,2,581.37,3,10,0
3173,2,1131.72,2,10,0
3174,2,6069.06,3,10,0
3175,2,7081.22,4,10,0
3176,2,4373.69,3,10,0
3177,2,4369.05,2,10,0
3178,2,2767.59,3,10,0
3179,2,4821.26,3,10,0
3180,2,2471.19,3,10,0
3181,2,41446.48,4,10,0
3182,2,10006.72,3,10,0
3183,2,6108.27,3,10,0
3184,2,122810.19,1,10,0
3185,2,10738.05,3,10,0
3186,2,4674.03,2,10,0
3187,2,4570.29,3,10,0
3188,2,3995.57,2,10,0
3189,2,12607.08,2,10,0
3190,2,7312.49,3,10,0
3191,2,3567.5,3,10,0
3192,2,1994.71,3,10,0
3193,2,1657.09,3,10,0
3194,2,68630.15,4,10,0
3195,2,3095.41,3,10,0
3196,2,1971.81,3,10,0
3197,2,12607.08,3,10,0
3198,2,4987.75,3,10,0
3199,2,5143.81,3,10,0
3200,2,45458.81,1,10,0
3201,2,8723.42,3,10,0
3202,2,10805.83,3,10,0
3203,2,9446.02,3,10,0
3204,2,9145.05,3,10,0
3205,2,55940.69,1,10,0
3206,2,5745.53,3,10,0
3207,2,4249.18,3,10,0
3208,2,7667.38,3,10,0
3209,2,30017.69,1,10,0
3210,2,5812.29,3,10,0
3211,2,2292.68,3,10,0
3212,2,2959.21,3,10,0
3213,2,881.53,3,10,0
3214,2,15245.32,3,10,0
3215,2,4468.28,3,10,0
3216,2,7803.48,3,10,0
3217,2,3293.28,3,10,0
3218,2,18483.96,3,10,0
3219,2,131087.07,1,10,0
3220,2,1160.21,2,10,0
3221,2,21394.15,3,10,0
3222,2,84911.32,4,10,0
3223,2,32733.62,1,10,0
3224,2,2740.48,3,10,0
3225,2,5556.1,3,10,0
3226,2,826.36,3,10,0
3227,2,3308.25,3,10,0
3228,2,28714.16,3,10,0
3229,2,12691.84,3,10,0
3230,2,12607.08,3,10,0
3231,2,25162.93,3,10,0
3232,2,2713.13,3,10,0
3233,2,12129.31,3,10,0
3234,2,28118.46,3,10,0
3235,2,9157.3,3,10,0
3236,2,22012.11,3,10,0
3237,2,981.57,2,10,0
3238,2,2293.28,2,10,0
3239,2,21069.51,3,10,0
3240,2,4865.12,3,10,0
3241,2,2409.12,3,10,0
3242,2,6605.53,3,10,0
3243,2,203471.91,4,10,0
3244,2,254199.52,0,10,0
3245,2,8834.5,3,10,0
3246,2,2290.0,3,10,0
3247,2,6002.42,3,10,0
3248,2,1102.38,3,10,0
3249,2,17827.48,3,10,0
3250,2,1702.16,3,10,0
3251,2,183763.58,4,10,0
3253,2,11357.4,3,10,0
3254,2,14775.56,3,10,0
3255,2,2234.3,3,10,0
3256,2,3017.34,2,10,0
3257,2,3627.48,2,10,0
3258,2,2997.75,3,10,0
3260,2,265.2,3,10,0
3261,2,7766.84,3,10,0
3262,2,149.66,3,10,0
3263,2,7853.17,3,10,0
3264,2,15498.52,3,10,0
3265,2,2619.18,3,10,0
3266,2,2272.46,3,10,0
3267,2,1395.69,3,10,0
3268,2,18658.63,3,10,0
3269,2,20051.7,3,10,0
3270,2,1644.19,3,10,0
3271,2,1445.37,3,10,0
3272,2,14949.84,4,10,1
3273,2,14949.84,1,10,1
3274,2,5647.66,3,10,0
3275,2,5183.53,3,10,0
3276,2,189592.17,1,10,0
3277,2,1841.58,2,10,0
3278,2,23377.76,4,10,0
3279,2,10788.66,3,10,0
3280,2,2636.86,3,10,0
3281,2,12607.08,3,10,0
3282,2,13285.98,3,10,0
3283,2,69038.41,1,10,0
3284,2,5750.69,3,10,0
3285,2,1726.62,2,10,0
3286,2,5908.57,3,10,0
3287,2,9611.47,3,10,0
3288,2,11816.56,3,10,0
3289,2,439.66,3,10,0
3290,2,3470.6,3,10,0
3291,2,13802.16,3,10,0
3292,2,2391.38,3,10,0
3293,2,4738.43,3,10,0
3294,2,12099.05,3,10,0
3295,2,13550.62,3,10,0
3296,2,4539.49,3,10,0
3297,2,233432.28,0,10,0
3298,2,17549.8,3,10,0
3299,2,6416.72,3,10,0
3300,2,232486.18,1,10,0
3301,2,53083.59,1,10,0
3302,2,12607.08,1,10,0
3303,2,104222.89,1,10,0
3304,2,107963.88,1,10,0
3306,2,234198.21,1,10,0
3307,2,188890.52,1,10,0
3309,2,6016.03,1,10,0
3310,2,259448.64,1,10,0
3311,2,22948.44,1,10,0
3312,2,142442.16,1,10,0
3313,2,49267.14,1,10,0
3315,2,211131.43,1,10,0
3316,2,150366.56,1,10,0
3317,2,10511.06,1,10,0
3318,2,44145.7,1,10,0
3319,2,12607.08,3,10,0
3320,2,3035.96,2,10,0
3321,2,1330.82,3,10,0
3322,2,478.1,3,10,0
3323,2,1500.44,3,10,0
3324,2,4794.98,3,10,0
3325,2,1777.63,2,10,0
3326,2,12475.89,3,10,0
3327,2,129484.36,4,10,0
3328,2,3887.42,3,10,0
3329,2,8416.21,3,10,0
3330,2,2801.67,3,10,0
3331,2,3065.51,3,10,0
3332,2,3814.9,3,10,0
3333,2,235882.32,4,10,0
3334,2,79037.41,0,10,0
3335,2,4189.91,3,10,0
3336,2,6621.75,3,10,0
3337,2,49367.62,4,10,0
3338,2,162724.99,4,10,0
3339,2,217743.76,4,10,0
3340,2,189352.83,4,10,0
3341,2,191616.27,4,10,0
3344,2,170610.11,4,10,0
3350,2,257641.56,4,10,0
3356,2,129735.3,4,10,0
3357,2,152649.37,4,10,0
3358,2,3714.42,3,10,0
3359,2,135348.62,4,10,0
3360,2,8068.5,3,10,0
3361,2,4890.32,3,10,0
3362,2,27037.66,3,10,0
3363,2,7360.48,3,10,0
3364,2,850.65,3,10,0
3365,2,2276.89,3,10,0
3366,2,30858.63,3,10,0
3367,2,8386.17,3,10,0
3368,2,12029.55,3,10,0
3369,2,10597.26,3,10,0
3370,2,9213.89,3,10,0
3371,2,526.83,3,10,0
3372,2,2837.62,3,10,0
3373,2,12894.97,3,10,0
3374,2,256227.34,4,10,0
3375,2,8348.86,3,10,0
3376,2,5825.97,3,10,0
3377,2,202.28,3,10,0
3378,2,4924.01,2,10,0
3379,2,170099.02,1,10,0
3380,2,2346.51,3,10,0
3381,2,3252.29,3,10,0
3382,2,4147.62,3,10,0
3383,2,3597.85,3,10,0
3384,2,6574.63,3,10,0
3385,2,1895.47,3,10,0
3386,2,12607.08,3,10,0
3387,2,8417.96,3,10,0
3388,2,5127.21,3,10,0
3389,2,3476.19,2,10,0
3390,2,11493.01,3,10,0
3391,2,15470.9,3,10,0
3392,2,394.34,2,10,0
3393,2,60223.17,0,10,0
3394,2,32969.34,1,10,0
3395,2,1266.42,3,10,0
3396,2,694.12,3,10,0
3397,2,1605.63,3,10,0
3398,2,14079.08,3,10,0
3399,2,10967.47,3,10,0
3400,2,4143.87,2,10,0
3401,2,7738.69,3,10,0
3402,2,3783.72,3,10,0
3403,2,23147.49,3,10,0
3404,2,141.03,3,10,0
3406,2,1196.61,3,10,0
3407,2,19288.9,3,10,0
3408,2,2217.41,3,10,0
3409,2,11391.64,3,10,0
3410,2,2897.59,3,10,0
3411,2,4886.95,3,10,0
3412,2,2556.31,3,10,0
3413,2,1212.07,3,10,0
3414,2,4072.66,3,10,0
3415,2,2441.09,3,10,0
3416,2,7074.35,3,10,0
3417,2,5045.77,3,10,0
3418,2,12542.66,3,10,0
3419,2,34.22,3,10,0
3420,2,8087.5,3,10,0
3421,2,12607.08,3,10,0
3422,2,10965.89,3,10,0
3423,2,7707.04,3,10,0
3424,2,2980.24,3,10,0
3425,2,20603.4,3,10,0
3426,2,14514.14,3,10,0
3427,2,18782.2,3,10,0
3428,2,19332.44,3,10,0
3429,2,3286.78,3,10,0
3430,2,21987.06,3,10,0
3431,2,13839.11,3,10,0
3432,2,3879.64,3,10,0
3433,2,38.88,3,10,0
3434,2,2942.66,3,10,0
3435,2,10024.14,3,10,0
3436,2,3949.99,2,10,0
3437,2,7888.3,2,10,0
3438,2,4994.3,3,10,0
3439,2,14213.84,3,10,0
3440,2,3868.15,2,10,0
3441,2,8723.05,2,10,0
3442,2,7204.66,3,10,0
3443,2,764.8,3,10,0
3444,2,5910.1,3,10,0
3445,2,9877.48,3,10,0
3446,2,8194.49,3,10,0
3447,2,1477.91,3,10,0
3448,2,4004.23,3,10,0
3449,2,423.81,3,10,0
3450,2,6012.68,2,10,0
3451,2,2478.71,3,10,0
3452,2,10592.75,3,10,0
3453,2,6382.51,3,10,0
3454,2,5840.15,3,10,0
3455,2,7767.92,3,10,0
3456,2,740.95,3,10,0
3457,2,67234.96,4,10,0
3458,2,12607.08,3,10,0
3459,2,14198.34,3,10,0
3460,2,29414.89,3,10,0
3461,2,12607.08,3,10,0
3462,2,6934.8,3,10,0
3463,2,9614.45,3,10,0
3464,2,7856.39,3,10,0
3465,2,1125.82,3,10,0
3466,2,208.35,3,10,0
3467,2,3719.89,3,10,0
3468,2,10967.31,3,10,0
3469,2,923.14,2,10,0
3470,2,5975.88,3,10,0
3471,2,3703.76,3,10,0
3472,2,4356.91,3,10,0
3473,2,2396.83,3,10,0
3474,2,205054.97,1,10,0
3475,2,647.06,3,10,0
3476,2,5514.73,3,10,0
3477,2,7734.86,3,10,0
3478,2,2676.46,3,10,0
3479,2,1602.18,3,10,0
3480,2,23938.64,3,10,0
3481,2,9418.88,3,10,0
3482,2,11265.41,3,10,0
3483,2,1044.89,3,10,0
3484,2,4944.69,3,10,0
3485,2,2185.46,3,10,0
3486,2,9222.29,3,10,0
3487,2,46256.91,3,10,0
3488,2,3220.95,3,10,0
3489,2,15730.19,3,10,0
3490,2,9877.72,3,10,0
3491,2,979.03,3,10,0
3492,2,4497.18,3,10,0
3493,2,7891.04,3,10,0
3494,2,2707.95,3,10,0
3495,2,11762.79,3,10,0
3496,2,11163.43,3,10,0
3497,2,4538.3,3,10,0
3498,2,12607.08,3,10,0
3499,2,4235.51,3,10,0
3500,2,12607.08,3,10,0
3501,2,3186.6,3,10,0
3502,2,2390.56,3,10,0
3503,2,20144.74,3,10,0
3504,2,16165.8,3,10,0
3505,2,9191.09,3,10,0
3506,2,1338.19,3,10,0
3507,2,5203.95,3,10,0
3508,2,1360.43,3,10,0
3509,2,3042.92,3,10,0
3510,2,7890.99,3,10,0
3511,2,150142.45,4,10,0
3512,2,4957.02,3,10,0
3513,2,20603.53,3,10,0
3514,2,7402.3,3,10,0
3515,2,1216.72,3,10,0
3516,2,13939.21,1,10,0
3517,2,156474.87,4,10,0
3518,2,5871.06,2,10,0
3519,2,12607.08,2,10,0
3520,2,4681.64,3,10,0
3521,2,10819.72,3,10,0
3522,2,1046.5,2,10,0
3523,2,5904.7,3,10,0
3524,2,7118.18,3,10,0
3525,2,6022.26,3,10,0
3526,2,5360.4,2,10,0
3527,2,11667.76,3,10,0
3528,2,2316.7,3,10,0
3529,2,7049.83,3,10,0
3530,2,2110.53,3,10,0
3531,2,5758.46,3,10,0
3532,2,89518.58,1,10,0
3533,2,28369.42,1,10,0
3534,2,2900.55,3,10,0
3535,2,4390.62,2,10,0
3536,2,12607.08,3,10,0
3537,2,873.3,3,10,0
3538,2,545.55,3,10,0
3539,2,11987.41,3,10,0
3540,2,2692.22,3,10,0
3541,2,12607.08,2,10,0
3542,2,8048.16,3,10,0
3543,2,169734.47,1,10,0
3544,2,113758.88,1,10,0
3545,2,5301.22,2,10,0
3546,2,1377.34,2,10,0
3547,2,9583.89,3,10,0
3548,2,18864.22,3,10,0
3549,2,50333.01,4,10,0
3550,2,4592.82,3,10,0
3551,2,2362.45,3,10,0
3552,2,6808.86,3,10,0
3553,2,119451.25,4,10,0
3554,2,60949.25,4,10,0
3555,2,227236.78,4,10,0
3557,2,64185.86,4,10,0
3567,2,232336.31,4,10,0
3572,2,180173.39,4,10,0
3573,2,243853.63,4,10,0
3576,2,10039.29,3,10,0
3577,2,537.8,3,10,0
3578,2,3925.8,2,10,0
3579,2,158934.62,1,10,0
3580,2,482.58,2,10,0
3581,2,107159.07,4,10,0
3582,2,5536.65,3,10,0
3583,2,4640.64,3,10,0
3584,2,205.26,3,10,0
3585,2,10375.5,3,10,0
3586,2,1760.56,3,10,0
3587,2,7656.3,3,10,0
3588,2,74226.4,1,10,0
3589,2,2181.96,3,10,0
3590,2,1739.48,2,10,0
3591,2,2731.05,2,10,0
3592,2,391.84,2,10,0
3593,2,621.68,2,10,0
3594,2,6531.31,3,10,0
3595,2,2101.83,3,10,0
3596,2,92.37,3,10,0
3597,2,9627.9,3,10,0
3598,2,13330.81,3,10,0
3599,2,9677.36,3,10,0
3600,2,9047.91,0,10,0
3601,2,12368.9,3,10,0
3602,2,10554.67,3,10,0
3603,2,2929.78,3,10,0
3604,2,3106.9,2,10,0
3605,2,30709.74,3,10,0
3606,2,12230.25,3,10,0
3607,2,161238.92,0,10,0
3608,2,27505.56,0,10,0
3610,2,201398.6,0,10,0
3611,2,155944.68,0,10,0
3612,2,152980.34,0,10,0
3613,2,258194.98,0,10,0
3614,2,102737.96,0,10,0
3616,2,54843.76,0,10,0
3618,2,119675.03,0,10,0
3620,2,222925.42,0,10,0
3621,2,70325.16,0,10,0
3623,2,186350.94,0,10,0
3624,2,81518.63,0,10,0
3625,2,73309.71,0,10,0
3626,2,142596.78,0,10,0
3627,2,57817.21,0,10,0
3630,2,10391.99,0,10,0
3631,2,51613.5,0,10,0
